,text,created_at
158,自分のブログ、段々指名検索してやってくる人ばっかりになってきているな https://t.co/ipbtmNAwsr,2021-10-12 14:28:14+00:00
159,"R-bloggersに堂々とPythonというかsklearn使ったコードだけの記事が載っててワロタ
https://t.co/AT7xpcuiZ3",2021-10-12 14:08:13+00:00
160,RT @ReutersJapan: コラム：ノーベル経済学賞、混沌とした現実世界で果敢に実験 https://t.co/FE6eEgXpQY,2021-10-12 14:01:21+00:00
161,@gomessdegomess @dd_am11 @fujita_d_h arctanとか出てきそう,2021-10-12 13:22:35+00:00
162,ノーアドは先手必勝＆速攻有利なんだけど、自分は典型的なスロースターター＆カウンターパンチャーなので、正直難しいのよね。。。ただし得意なサーフェスのオムニなので、勝機はありそう。問題はオムニだと速攻をかけてもバウンドが遅くて決まらないこと,2021-10-12 13:20:39+00:00
163,3年前のプレーオフを思い出すだに、しんどいよなぁと（あの時は3試合同時スタートで蓋を開けてみたらS1もD1もボコボコにされていて、結局S2の自分もボコボコにされて完敗で終わった）,2021-10-12 12:19:09+00:00
164,プレーオフがダブルス×1＋シングルス×2かつ苦手なノーアドなので、シングルス3担当の自分は呼ばれないだろうと思って余裕ぶっこいていたら、どうもシングルス2に起用されるっぽいので余裕がなくなってきた,2021-10-12 12:16:28+00:00
165,@yusk_ ここ1年近く僕もApple Watchで睡眠クオリティ見ながら寝てますです,2021-10-12 12:01:26+00:00
166,"@peko409 こういう話ですね。
https://t.co/8FgHyYOexy",2021-10-12 11:04:47+00:00
167,RT @CHE_M26_7: アメリカ版ヤフー知恵袋みたいなサイトに「45口径拳銃でグリズリーは倒せますか」という質問が載っていたが、「クマ避けスプレーが良い。銃で応戦した人の50%は死ぬか重傷だったが、クマ避けスプレーを使った人は全てが無傷か軽傷で済んだ」という答えは銃のウン…,2021-10-12 10:02:58+00:00
168,東京都のコロナ4指標（正規化＆季節調整済み）プロット、ベイズ時系列でやろうとSTLでやろうと陽性者数の急減にはうまく適応できないらしくバグってる感があるんだけど、それよりも軽症＆中等症者数の減りっぷりが凄い。一方で死亡者数と重症者… https://t.co/7uh146R6aQ,2021-10-12 01:43:57+00:00
169,RT @atamotonu: 狐の嫁入り、狸の嫁入り https://t.co/qWFdqP3zUI,2021-10-11 22:18:08+00:00
170,@NLPAE まぁありそうですよね。。。,2021-10-11 21:52:55+00:00
171,@maseguchi なるほど。。。あくまでも因果推論に特化した範囲の狭いモデルを作ったに過ぎない、とも解釈されるということでしょうか？,2021-10-11 21:45:11+00:00
172,@maseguchi うーむ、DAG自体は新しくないという解釈もあり得るんですね。。。,2021-10-11 21:20:43+00:00
173,RT @ReutersJapan: スペイン領カナリア諸島に住むホセ・ロベルト・サンチェスさんは、溶岩流で、両親から受け継いだ土地を失った。 https://t.co/WdRhGx2vrC,2021-10-11 21:06:06+00:00
174,@NLPAE いや分かりませんけど、ある日思い立って辞めるって言って辞められるのって、既にPIP入ってる状態なら説得力あるなと思いまして。,2021-10-11 20:34:20+00:00
175,RT @mikisan_39: プログラミングスクールに通ったらエンジニアになれて年収150万上がると思ってる人、ジムを契約するだけで20kg痩せると思ってそうで好き。,2021-10-11 20:29:20+00:00
176,@NLPAE PIPっぽいですねw,2021-10-11 20:14:49+00:00
177,"RT @masakat0: 忘れられしRubin．．．
Pearlは逆にEconにおける存在感は低いので，まあ．",2021-10-11 20:13:10+00:00
178,@shima__shima これは納得です,2021-10-11 20:12:18+00:00
179,@housecat442 なるほど！,2021-10-11 20:11:47+00:00
180,因果推論でImbensに行ったのか。Pearlはチューリング賞取ったからノーベル賞はいいよね、ってこと？ https://t.co/VYSdiJ6efl,2021-10-11 19:27:09+00:00
181,"RT @NobelPrize: BREAKING NEWS: 
The 2021 Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel has been awarded with one h…",2021-10-11 19:25:06+00:00
182,去年6月のまだ検査体制の規模が十分でなかった頃と、ほぼ同じ陽性者数に留まったというのは凄いことだと思う https://t.co/4tvoEEfoc4,2021-10-11 19:22:58+00:00
183,"RT @usagyuuunP: ゴーゴーレッツゴー、げつようび〜🥕🥕🥕
がんばれ、がんばれ、げつようび〜‼️‼️‼️ https://t.co/kwfWVGSFLZ",2021-10-11 19:14:45+00:00
184,東京都の医療リソースの残り容量に関する各指標は画像の通り。都の重症者数が62名(-5)とまだ高止まりしている点だけが懸念材料 https://t.co/q9R7jQ5nCl,2021-10-11 19:01:26+00:00
185,2020年11月1日以降の年代別推移 https://t.co/Qw823xXy5Z,2021-10-11 19:01:24+00:00
186,"本日の東京都の報告数は49名、二階差分トレンドの直近3日間の推定値は142, 155, 173、7日周期成分の推定値は-71.2, 49.7, 147, 52.3, 115, -60.8, -235、直近3日間の「加速度」は9.5… https://t.co/bvoLiGQucm",2021-10-11 19:01:23+00:00
187,RT @lion007: ごはんを作っていると、タマトモがやってきて、見守ってくれる。お腹周りが気になり、飯茶碗を小さくした（最近のお気に入り）。が、食欲の秋、食べすぎて困る……。 https://t.co/2Rk3IIuHXb,2021-10-11 18:44:04+00:00
188,気が付いたら「GAFA部長」が「元GAFA部長」になっていた,2021-10-11 15:01:55+00:00
189,@SGdatasc 全くですね。地獄みというか、地獄そのものが多そうです。。。,2021-10-11 13:08:43+00:00
190,@sawawww SAWAさんまでもが過少業績ネタをww,2021-10-11 13:07:50+00:00
191,@Yuryu なるほど、そういう手があるんですね。参考になります！,2021-10-11 13:07:20+00:00
192,@sawawww ご想像にお任せします,2021-10-11 12:27:45+00:00
193,「尾崎さんならフリーランスになれば今の年収分ぐらいの料金を大型のデータ分析案件1件で取れるでしょ」とか色々な人から言われることがあるけど、フリーランスでそんな売り上げを取れるようになるにはかなりの信頼を獲得した後だろうし、そもそもコストが高過ぎて割に合わなそう,2021-10-11 12:26:30+00:00
194,「フリーランスのデータサイエンティスト」という文字列がここ数日TLに躍っているんだけど、個人的にはフリーランスになろうとは思わないかな。。。データ分析業務はフリーランスが引き受けるには重過ぎるテーマの割に、客先から提供されるデータや環境があまりにも貧弱なことが多いので,2021-10-11 12:23:24+00:00
195,@cero_t 俺もそうしようかなぁ。。。クレカ決済用の口座があるところはオンラインで簡単に追加の口座作れるので、そっちにするか,2021-10-11 12:19:56+00:00
196,みずほに結構な額の預金あるんだけど、もう全額引き上げて他所の銀行に預け替えようかな https://t.co/waEPoQsxn2,2021-10-11 10:08:06+00:00
197,"RT @kabumatome: みずほ銀行のシステム障害（今年4回目～6回目）、苦しい言い訳まで持ち出す経営体質の経年劣化が原因か
https://t.co/pDxEP415Ar",2021-10-11 10:05:57+00:00
198,"RT @kabumatome: 東大瀧本ゼミ、瀧本哲史さんが嫌がりそうな痛めの広告を作成した件でお詫び
https://t.co/5txkhn26nK",2021-10-11 10:04:03+00:00
199,RT @gudetama_sanrio: 今日祝日じゃないん？ https://t.co/D2QDMU5Aly,2021-10-11 10:00:45+00:00
200,"RT @kou_awazumi: #最近の若者が知らなそうな事を言ってみる

このポーズのことを「ティモテ」という世代がある https://t.co/h7hjsxOCFw",2021-10-10 22:43:13+00:00
201,RT @SerenaLiHere: are fb designers ok https://t.co/tyJ6JUAMAj,2021-10-10 22:38:07+00:00
202,RT @kasei_san: 人を切ったので上に書類提出したけど、前例が無さすぎて話がまとまらなかった例 https://t.co/c6KLm44QFN,2021-10-10 22:11:44+00:00
203,RT @atamotonu: https://t.co/q7ACNZxwPa,2021-10-10 22:01:31+00:00
204,RT @gudetama_sanrio: ん https://t.co/nzwBNHI3Mg,2021-10-10 18:56:27+00:00
205,@sawawww まぁそれが穏当な結論っぽいですね,2021-10-10 18:39:45+00:00
206,「サグラダファミリアも完成したことだし、もうこれ以上建設のエキスパート要らないよね」って言って専任の大工の棟梁をサグラダファミリアの観光サービスの営業に回すようなものに見える,2021-10-10 17:41:02+00:00
207,"「システムに精通した人材が営業などの部署に移り、担当者を減らした弊害が出ている」これ以上のパワーフレーズちょっと思いつかないわ、いくら何でもそんなジョブローテーションの必要ないのでは
https://t.co/uzwaX7eRvx",2021-10-10 17:37:13+00:00
208,@Keni_Orange それは結構厳しいですね。。。,2021-10-10 17:34:26+00:00
209,@Keni_Orange ワクチン接種率の割に新規感染者数が多いらしいとはニュースでは伝え聞いていますが、規制がかなり厳しいんでしょうか？,2021-10-10 17:23:38+00:00
210,今日の東京都は60名か。60名以下になるのは昨年9月23日（59名）以来。重症者数が67名とまだ下がり切らないことだけが懸念点 https://t.co/sxytC5HpEb,2021-10-10 17:20:19+00:00
211,@helmetti 全部が全部ではないと思いますが、中には情報商材系のものもあるんでしょうね。。。,2021-10-10 13:43:04+00:00
212,"「仕事を『作業』だと思っている人々は、『作業効率』が高いことこそが『仕事が出来る』証だと信じていて、それが故に『ショートカットキーの知識の豊富さ』を優秀さの指標だとみなしている」という話を以前書いた
https://t.co/EfhDHfvX8Z",2021-10-10 11:49:53+00:00
213,RT @grahamian2317: 漫画やアニメにでてくる優秀な人は「机の上にたまった書類をミスなく素早く片付けられる人」がほとんどで稀に「企画とプレゼンがうまい人」がでてくるくらいかな。この2通りでほとんどだとおもう。世の中の認識もそんな感じなのかもしれない。,2021-10-10 11:47:35+00:00
